# Seed CSV: /Users/angelobaricante/CS-Thesis-Model-Training/seeds/prng_seeds.csv
# NOTE: A2C Training - Each environment uses unique/offset mazes in parallel

episode,timestep,maze_seed,reward,length,success,avg_reward_100,avg_length_100,success_rate_100,unique_mazes_seen
348,174000,13831009015536520439,205.66,500,0,186.81,500.0,0.0,161
349,179568,14548106134457597795,196.78,500,0,186.99,500.0,0.0,161
350,180000,9039161896414073098,215.99,500,0,187.37,500.0,0.0,162
351,180000,17591319569519647445,204.50,500,0,187.45,500.0,0.0,162
352,180000,10552593266273712147,43.52,500,0,186.16,500.0,0.0,162
353,180000,5779138346327290062,176.69,500,0,186.15,500.0,0.0,162
354,180000,18414115309215937601,194.90,500,0,186.33,500.0,0.0,162
355,180000,11602112522636337744,181.85,500,0,186.36,500.0,0.0,162
356,180000,12339132143176000527,190.18,500,0,186.58,500.0,0.0,162
357,180000,213708382150317922,212.62,500,0,186.81,500.0,0.0,162
358,180000,14829927916230554584,209.38,500,0,187.12,500.0,0.0,162
359,180000,2846928131416613503,218.28,500,0,187.52,500.0,0.0,162
360,180000,465757753863619753,182.62,500,0,187.47,500.0,0.0,162
361,185568,7965682761333498567,221.77,500,0,187.91,500.0,0.0,162
362,186000,12531945984039149582,195.50,500,0,187.95,500.0,0.0,163
363,186000,5114576105952949804,179.30,500,0,187.93,500.0,0.0,163
364,186000,9484487052667551156,215.65,500,0,188.21,500.0,0.0,163
365,186000,12236126824530621385,195.42,500,0,188.24,500.0,0.0,163
366,186000,855184622356068571,222.71,500,0,188.44,500.0,0.0,163
367,186000,15834972196773435646,185.41,500,0,188.58,500.0,0.0,163
368,186000,12408935994070282962,183.26,500,0,188.69,500.0,0.0,163
369,186000,11981284399029439191,181.92,500,0,188.53,500.0,0.0,163
370,186000,3207301218311601108,170.46,500,0,188.28,500.0,0.0,163
371,186000,13630246432225533946,187.00,500,0,188.15,500.0,0.0,163
372,186000,8124476620977914609,187.56,500,0,188.16,500.0,0.0,163
